email,hospital,country,message_id,sent_at
myatriumhealth@atriumhealth.org,Wake Forest Baptist Health,USA,dfadf8d0-8e04-11f1-0000-f12577c331e8,2026-08-01T23:58:20.925470
pathtocare@ahs.ca,Alberta Health Services,Canada,e2256170-8e04-11f1-0000-f10153e715cc,2026-08-01T23:58:25.063320
policy@ahs.ca,Alberta Health Services,Canada,e49995c0-8e04-11f1-0040-f12f7dc93be2,2026-08-01T23:58:29.185274
privacy@ahs.ca,Alberta Health Services,Canada,e747ece0-8e04-11f1-0000-f10153e715cc,2026-08-01T23:58:33.682853
webcomm@ahs.ca,Alberta Health Services,Canada,e9beb940-8e04-11f1-0000-f12577c331e8,2026-08-01T23:58:37.813916
parkingoffice@hhsc.ca,Hamilton Health Sciences,Canada,ec370c40-8e04-11f1-0000-f12577c331e8,2026-08-01T23:58:41.956721
hrservices@uhbw.nhs.uk,Bristol University NHS Trust,UK,eeb37df0-8e04-11f1-0040-f1f2a014e63f,2026-08-01T23:58:46.131451
honoraryrequests@uhbw.nhs.uk,Bristol University NHS Trust,UK,f14154c0-8e04-11f1-0000-f10153e715cc,2026-08-01T23:58:50.413488
southbristolacademy@uhbw.nhs.uk,Bristol University NHS Trust,UK,f3bba390-8e04-11f1-0040-f12f7dc93be2,2026-08-01T23:58:54.574642
talent@uhbw.nhs.uk,Bristol University NHS Trust,UK,f6361970-8e04-11f1-0000-f10153e715cc,2026-08-01T23:58:58.730500
gpliaison@uhbw.nhs.uk,Bristol University NHS Trust,UK,f8a91540-8e04-11f1-0040-f1f2a014e63f,2026-08-01T23:59:02.835598
payments@uhbw.nhs.uk,Bristol University NHS Trust,UK,fb20f310-8e04-11f1-0000-f12577c331e8,2026-08-01T23:59:06.985491
hello@act4addenbrookes.org.uk,Cambridge University Hospitals,UK,fd9faeb0-8e04-11f1-0040-f1f2a014e63f,2026-08-01T23:59:11.177030
cuh.accessibility@nhs.net,Cambridge University Hospitals,UK,00178c80-8e05-11f1-0040-f12f7dc93be2,2026-08-01T23:59:15.300305
i.outpatientappointments@nhs.net,Imperial College Healthcare NHS,UK,0295abe0-8e05-11f1-0000-f10153e715cc,2026-08-01T23:59:19.485303
imperial.web@nhs.net,Imperial College Healthcare NHS,UK,051fb220-8e05-11f1-0000-f10153e715cc,2026-08-01T23:59:23.743612
charity.office@mft.nhs.uk,Manchester NHS Foundation Trust,UK,07965770-8e05-11f1-0000-f12577c331e8,2026-08-01T23:59:27.899214
claims@mft.nhs.uk,Manchester NHS Foundation Trust,UK,0a162480-8e05-11f1-0040-f1f2a014e63f,2026-08-01T23:59:32.073558
sar.mft@mft.nhs.uk,Manchester NHS Foundation Trust,UK,0c98b0b0-8e05-11f1-0040-f12f7dc93be2,2026-08-01T23:59:36.281726
pals@uhs.nhs.uk,Southampton University NHS,UK,0f5e8770-8e05-11f1-0040-f12f7dc93be2,2026-08-01T23:59:40.936460
disclosures@uhs.nhs.uk,Southampton University NHS,UK,11f7a8e0-8e05-11f1-0000-f10153e715cc,2026-08-01T23:59:45.401761
privatepatients@uhs.nhs.uk,Southampton University NHS,UK,14d107a0-8e05-11f1-0000-f12577c331e8,2026-08-01T23:59:50.075588
patientinvolvement@uhs.nhs.uk,Southampton University NHS,UK,1776d340-8e05-11f1-0000-f10153e715cc,2026-08-01T23:59:54.553545
careersexperience@uhs.nhs.uk,Southampton University NHS,UK,1a10b800-8e05-11f1-0000-f12577c331e8,2026-08-01T23:59:58.877798
volunteers@uhs.nhs.uk,Southampton University NHS,UK,1cab11f0-8e05-11f1-0000-f10153e715cc,2026-08-02T00:00:03.270568
elective@southampton.ac.uk,Southampton University NHS,UK,1f2b7b40-8e05-11f1-0000-f12577c331e8,2026-08-02T00:00:07.449212
publications@uhs.nhs.uk,Southampton University NHS,UK,21c8bb60-8e05-11f1-0000-f12577c331e8,2026-08-02T00:00:11.825532
uclh.webmaster@nhs.net,University College London NHS,UK,246f9870-8e05-11f1-0000-f10153e715cc,2026-08-02T00:00:16.276837
uclh.members@nhs.net,University College London NHS,UK,26ef6580-8e05-11f1-0000-f12577c331e8,2026-08-02T00:00:20.468511
uclh.igqueries@nhs.net,University College London NHS,UK,2967df90-8e05-11f1-0040-f12f7dc93be2,2026-08-02T00:00:24.613249
foundation.trust@uclh.nhs.uk,University College London NHS,UK,2c0fa700-8e05-11f1-0040-f1f2a014e63f,2026-08-02T00:00:29.070788
jennifer.johnson@emory.edu,Emory Healthcare,USA,2ec7c220-8e05-11f1-0040-f1f2a014e63f,2026-08-02T00:00:33.631857
andrea.clement@emory.edu,Emory Healthcare,USA,3142d440-8e05-11f1-0000-f10153e715cc,2026-08-02T00:00:37.826243
andrea.mendez@emory.edu,Emory Healthcare,USA,33c93100-8e05-11f1-0000-f10153e715cc,2026-08-02T00:00:42.029044
sustainability@houstonmethodist.org,Houston Methodist Hospital,USA,364b6f10-8e05-11f1-0040-f1f2a014e63f,2026-08-02T00:00:46.240733
shollen2@jh.edu,Johns Hopkins Hospital,USA,ed306f00-8f86-11f1-0000-f1c89a2edc05,2026-08-03T22:01:49.443695
ellen.mcvay@jhmi.edu,Johns Hopkins Hospital,USA,efe15e30-8f86-11f1-0040-f1d38135c71e,2026-08-03T22:01:53.965422
ashley.roberts@jhmi.edu,Johns Hopkins Hospital,USA,f26793e0-8f86-11f1-0040-f12476c230e9,2026-08-03T22:01:58.161720
acarola1@jh.edu,Johns Hopkins Hospital,USA,f550d120-8f86-11f1-0000-f172209466bf,2026-08-03T22:02:03.044928
chatch8@jhu.edu,Johns Hopkins Hospital,USA,f8682340-8f86-11f1-0000-f1c89a2edc05,2026-08-03T22:02:08.232254
cdavi185@jhmi.edu,Johns Hopkins Hospital,USA,fb42ba80-8f86-11f1-0040-f1d38135c71e,2026-08-03T22:02:13.022827
glittle@jhu.edu,Johns Hopkins Hospital,USA,fe33bff0-8f86-11f1-0000-f1c89a2edc05,2026-08-03T22:02:17.952362
hjones49@jhmi.edu,Johns Hopkins Hospital,USA,00f502d0-8f87-11f1-0000-f1c89a2edc05,2026-08-03T22:02:22.573889
jfrost16@jh.edu,Johns Hopkins Hospital,USA,03c36510-8f87-11f1-0040-f1d38135c71e,2026-08-03T22:02:27.297193
kpolyni1@jhmi.edu,Johns Hopkins Hospital,USA,06994160-8f87-11f1-0040-f1d38135c71e,2026-08-03T22:02:32.050465
lmotel1@jhmi.edu,Johns Hopkins Hospital,USA,0a1596e0-8f87-11f1-0040-f1d38135c71e,2026-08-03T22:02:37.897269
lvanden8@jhmi.edu,Johns Hopkins Hospital,USA,0d221390-8f87-11f1-0000-f172209466bf,2026-08-03T22:02:43.009691
mroos3@jh.edu,Johns Hopkins Hospital,USA,1059bef0-8f87-11f1-0000-f172209466bf,2026-08-03T22:02:48.401724
melben1@jhmi.edu,Johns Hopkins Hospital,USA,137bbf70-8f87-11f1-0040-f12476c230e9,2026-08-03T22:02:53.658017
paigeace@jhu.edu,Johns Hopkins Hospital,USA,165963f0-8f87-11f1-0000-f1c89a2edc05,2026-08-03T22:02:58.470528
rmikeas1@jh.edu,Johns Hopkins Hospital,USA,1945ae70-8f87-11f1-0040-f12476c230e9,2026-08-03T22:03:03.374592
tpayne@jhmi.edu,Johns Hopkins Hospital,USA,1c6b0a50-8f87-11f1-0000-f1c89a2edc05,2026-08-03T22:03:08.649277
zfulwoo1@jhu.edu,Johns Hopkins Hospital,USA,1f07d540-8f87-11f1-0000-f172209466bf,2026-08-03T22:03:13.036385
careers@partners.org,Massachusetts General Hospital,USA,21b06000-8f87-11f1-0000-f172209466bf,2026-08-03T22:03:17.497033
opx@mayo.edu,Mayo Clinic,USA,24637210-8f87-11f1-0000-f1c89a2edc05,2026-08-03T22:03:22.018180
ims@ucsf.edu,UCSF Medical Center,USA,27154ba0-8f87-11f1-0040-f1d38135c71e,2026-08-03T22:03:26.546673
patient.relations@ucsf.edu,UCSF Medical Center,USA,2a41ac60-8f87-11f1-0040-f1d38135c71e,2026-08-03T22:03:31.865220
engagement@upmc.edu,UPMC,USA,2d7f2420-8f87-11f1-0000-f1c89a2edc05,2026-08-03T22:03:37.304928
invoices@upmc.edu,UPMC,USA,3086bed0-8f87-11f1-0040-f12476c230e9,2026-08-03T22:03:42.383246
media@advocatehealth.org,Advocate Health,USA,3c454790-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:46:59.036608
cuh.procurement@nhs.net,Cambridge University Hospitals,UK,41974770-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:47:08.047875
joe.palmer@advocatehealth.com,Advocate Health,USA,45bb9cc0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:47:14.906426
national-media-relations@kp.org,Kaiser Permanente,USA,4852c260-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:47:19.251528
angela.dejene@sanfordhealth.org,Sanford Health,USA,4b9babd0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:47:24.765955
jillian.johnson@sanfordhealth.org,Sanford Health,USA,4e66d9c0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:47:29.450171
chelsey.kralicek@sanfordhealth.org,Sanford Health,USA,50b1b420-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:47:33.295079
nathan.aamodt@sanfordhealth.org,Sanford Health,USA,532720f0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:47:37.420240
jon.berg@sanfordhealth.org,Sanford Health,USA,560f9ae0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:47:42.298626
web@stanfordhealthcare.org,Stanford Health Care,USA,58ca7520-8f8d-11f1-0000-f172209466bf,2026-08-03T22:47:46.881353
vitalstats@flhealth.gov,Tampa General Hospital,USA,5ba09f90-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:47:51.641508
privacy.office@sickkids.ca,SickKids Toronto,Canada,5e60f810-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:47:56.262099
ap.inquiries@sickkids.ca,SickKids Toronto,Canada,60b6cef0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:48:00.173598
communications@unityhealth.to,Unity Health Toronto,Canada,63ad79b0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:48:05.158548
cuh.creditors@nhs.net,Cambridge University Hospitals,UK,670e57f0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:48:11.254661
cuh.mychart@nhs.net,Cambridge University Hospitals,UK,69eff410-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:48:15.652835
security@aah.org,Advocate Health,USA,6c5904d0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:48:19.695652
thomas.flynn@hmhn.org,Hackensack Meridian Health,USA,6f749cb0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:48:24.909495
vap@hfhs.org,Henry Ford Health,USA,72149bf0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:48:29.310125
preguntas@stjude.org,St. Jude Children's,USA,752a8e80-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:48:34.484345
patientfinancialassistance@tgh.org,Tampa General Hospital,USA,778176d0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:48:38.411699
mybill@tgh.org,Tampa General Hospital,USA,79ee3110-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:48:42.479262
info@camh.ca,CAMH Toronto,Canada,7ca36600-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:48:47.021797
media@camh.ca,CAMH Toronto,Canada,813ceb50-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:48:54.737745
feedback@fraserhealth.ca,Fraser Health BC,Canada,83ecc910-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:48:59.284533
fmp@fraserhealth.ca,Fraser Health BC,Canada,8675e4f0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:49:03.500488
youvegotmail.arh@fraserhealth.ca,Fraser Health BC,Canada,88f20880-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:49:07.669749
fhalaboratoryinquiries@fraserhealth.ca,Fraser Health BC,Canada,8b4658c0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:49:11.577358
communications.publicaffairs@sickkids.ca,SickKids Toronto,Canada,8eb0d3f0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:49:17.318217
freedomofinfo@uhbw.nhs.uk,Bristol University NHS Trust,UK,91bcdb70-8f8d-11f1-0000-f172209466bf,2026-08-03T22:49:22.421267
cuh.infogov@nhs.net,Cambridge University Hospitals,UK,94507ea0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:49:26.744199
add-tr.cuhaccesstohealthrecords@nhs.net,Cambridge University Hospitals,UK,969c4360-8f8d-11f1-0000-f172209466bf,2026-08-03T22:49:30.593808
england.contactus@nhs.net,Cambridge University Hospitals,UK,98f54e90-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:49:34.528221
cpicb.contact@nhs.net,Cambridge University Hospitals,UK,9c8441b0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:49:40.513985
enquiries@healthwatchcambspboro.co.uk,Cambridge University Hospitals,UK,a2c58390-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:49:50.997352
gsam-him-roi@advocatehealth.com,Advocate Health,USA,a84c00f0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:50:00.273616
adacoordinator@bannerhealth.com,Banner Health,USA,ab037fd0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:50:04.825343
privacy@bannerhealth.com,Banner Health,USA,aded0b30-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:50:09.711020
mediainquiries@commonspirit.org,CommonSpirit Health,USA,b06cb130-8f8d-11f1-0000-f172209466bf,2026-08-03T22:50:13.904946
hmhcontact@hmhn.org,Hackensack Meridian Health,USA,b38785c0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:50:19.114666
contactus@hmhn.org,Hackensack Meridian Health,USA,b7a1a1e0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:50:25.993948
ncal-media-relations@kp.org,Kaiser Permanente,USA,bcae5b60-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:50:34.465429
vilcek-info@nyulangone.org,NYU Langone Health,USA,bf4e3390-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:50:38.870527
megan.jensen2@sanfordhealth.org,Sanford Health,USA,c1f44d50-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:50:43.311640
david.brown@sanfordhealth.org,Sanford Health,USA,c47af830-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:50:47.546223
paul.heinert@sanfordhealth.org,Sanford Health,USA,c93217a0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:50:55.462167
publicaffairs@health.ucdavis.edu,UC Davis Health,USA,cc566210-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:51:00.840568
rrbadeaux@health.ucdavis.edu,UC Davis Health,USA,cf768dd0-8f8d-11f1-0000-f172209466bf,2026-08-03T22:51:05.986489
lhconnolly@health.ucdavis.edu,UC Davis Health,USA,d2c56ab0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:51:11.532508
edmgarcia@health.ucdavis.edu,UC Davis Health,USA,d6063dd0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:51:16.988087
lehoward@health.ucdavis.edu,UC Davis Health,USA,d999ebe0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:51:22.987215
marsharp@health.ucdavis.edu,UC Davis Health,USA,dc39c410-8f8d-11f1-0000-f172209466bf,2026-08-03T22:51:27.393767
ttomiyoshi@health.ucdavis.edu,UC Davis Health,USA,dfef2af0-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:51:33.612356
stawinn@health.ucdavis.edu,UC Davis Health,USA,e2ee6130-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:51:38.640697
nyehya@health.ucdavis.edu,UC Davis Health,USA,e68e1d30-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:51:44.721246
publicaffairs@health.ucdavis.ed,UC Davis Health,USA,e9a4ac00-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:51:49.902533
sonadmissions@health.ucdavis.edu,UC Davis Health,USA,ec9c1a10-8f8d-11f1-0040-f1d38135c71e,2026-08-03T22:51:54.876874
bettyirenemooreson@health.ucdavis.edu,UC Davis Health,USA,f1156d30-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:52:02.386214
ucihealthdealsteam@hs.uci.edu,UC Irvine Health,USA,f3881ae0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:52:06.485976
inforelease@urmc.rochester.edu,UR Medicine Rochester,USA,f5fd87b0-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:52:10.638222
sjhinformation@urmc.rochester.edu,UR Medicine Rochester,USA,f8bcf5d0-8f8d-11f1-0000-f1c89a2edc05,2026-08-03T22:52:15.318263
hrservicecenter@uwhealth.org,UW Health Wisconsin,USA,fb70f240-8f8d-11f1-0000-f172209466bf,2026-08-03T22:52:19.764284
vcuhealthbilling@vcuhealth.org,VCU Health,USA,fdb0f730-8f8d-11f1-0000-f172209466bf,2026-08-03T22:52:23.531139
employment.works@camh.ca,CAMH Toronto,Canada,fffbd190-8f8d-11f1-0040-f12476c230e9,2026-08-03T22:52:27.379230
foundation@camh.ca,CAMH Toronto,Canada,023f58f0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:52:31.176541
client.relations@camh.ca,CAMH Toronto,Canada,0477bcc0-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:52:34.904085
pfe@camh.ca,CAMH Toronto,Canada,06ba0ba0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:52:38.694575
familyengagement@camh.ca,CAMH Toronto,Canada,09000400-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:52:42.503492
zac.caldwell@camh.ca,CAMH Toronto,Canada,0b64cf00-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:52:46.521878
service.desk@sickkids.ca,SickKids Toronto,Canada,0dcef130-8f8e-11f1-0000-f172209466bf,2026-08-03T22:52:50.568662
ask.hr@sickkids.ca,SickKids Toronto,Canada,102a1f40-8f8e-11f1-0000-f172209466bf,2026-08-03T22:52:54.533050
palsandcomplaints@uhbw.nhs.uk,Bristol University NHS Trust,UK,12710200-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:52:58.351690
iain.elliott@bris.ac.uk,Bristol University NHS Trust,UK,15eb0d90-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:04.190840
john.clifford@wrvs.org.uk,Bristol University NHS Trust,UK,18ae9a60-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:53:08.817136
steven.hargreaves@wrvs.org.uk,Bristol University NHS Trust,UK,1ae1a700-8f8e-11f1-0000-f172209466bf,2026-08-03T22:53:12.506802
cuh.opcallhandling.patient@nhs.net,Cambridge University Hospitals,UK,1d257c80-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:16.316442
cuh.foi@nhs.net,Cambridge University Hospitals,UK,1f69ee40-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:20.117080
cuh.medicolegal@nhs.net,Cambridge University Hospitals,UK,21a3b1a0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:53:23.843003
add-tr.patientservices@nhs.net,Cambridge University Hospitals,UK,23e9d110-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:53:27.661493
eoeasnt.feedback@nhs.net,Cambridge University Hospitals,UK,2650e600-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:31.686880
papworth.pals@nhs.net,Cambridge University Hospitals,UK,289f1bc0-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:35.559681
pals@wsh.nhs.uk,Cambridge University Hospitals,UK,2ae00b10-8f8e-11f1-0000-f172209466bf,2026-08-03T22:53:39.340474
pals@cpft.nhs.uk,Cambridge University Hospitals,UK,2d4ac980-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:53:43.390191
nwangliaft.pals@nhs.net,Cambridge University Hospitals,UK,2fb316f0-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:53:47.442048
hch-tr.pals@nhs.net,Cambridge University Hospitals,UK,31f083d0-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:53:51.191964
snccg.complaintsservices@nhs.net,Cambridge University Hospitals,UK,342f2930-8f8e-11f1-0000-f172209466bf,2026-08-03T22:53:54.961599
pals@suffolk.nhs.uk,Cambridge University Hospitals,UK,366d8070-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:53:58.720988
customersupport.uk@sabagroup.com,Cambridge University Hospitals,UK,38e5ac60-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:54:02.861851
cuh.gpqueries@nhs.net,Cambridge University Hospitals,UK,3b1d4ce0-8f8e-11f1-0000-f172209466bf,2026-08-03T22:54:06.581685
cuh.private.addenbrookes@nhs.net,Cambridge University Hospitals,UK,3d59f670-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:54:10.333649
add-tr.overseaspatients@nhs.net,Cambridge University Hospitals,UK,3fa93da0-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:54:14.214141
patient.experience1@nhs.net,Cambridge University Hospitals,UK,41e85830-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:54:17.977841
cuh.volunteer@nhs.net,Cambridge University Hospitals,UK,44235410-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:54:21.724326
srco-financialassistance@aah.org,Advocate Health,USA,468c3dc0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:54:25.774799
srco-lgh-roi@aah.org,Advocate Health,USA,48ec4dd0-8f8e-11f1-0000-f172209466bf,2026-08-03T22:54:29.747294
lgh-patientrelations@aah.org,Advocate Health,USA,4da08710-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:54:37.643832
careers@ascension.org,Ascension Health,USA,502695b0-8f8e-11f1-0000-f172209466bf,2026-08-03T22:54:41.880117
relations@bidmc.harvard.edu,Beth Israel Deaconess,USA,525d72e0-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:54:45.594857
sarah.finlaw@bilh.org,Beth Israel Deaconess,USA,549672f0-8f8e-11f1-0000-f172209466bf,2026-08-03T22:54:49.315841
research@bidmc.harvard.edu,Beth Israel Deaconess,USA,56e2fb00-8f8e-11f1-0000-f172209466bf,2026-08-03T22:54:53.175647
bidmccareers@bidmc.harvard.edu,Beth Israel Deaconess,USA,591a9b80-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:54:56.896986
customer@domain.net,CommonSpirit Health,USA,5b539b90-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:55:00.634159
consumerservices@hmhn.or,Hackensack Meridian Health,USA,5da839f0-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:55:04.551200
consumerservices@hmhn.org,Hackensack Meridian Health,USA,5fe61c00-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:08.293170
nicole.hardy@hmhn.org,Hackensack Meridian Health,USA,622891f0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:12.101323
maryjo.layton@hmhn.org,Hackensack Meridian Health,USA,648371e0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:16.037189
kowsalya.anandhan@accenture.com,Hackensack Meridian Health,USA,66fa8c60-8f8e-11f1-0040-f1d38135c71e,2026-08-03T22:55:20.174716
covidvaccine@hmhn.org,Hackensack Meridian Health,USA,69356130-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:24.012119
giving@hmhn.org,Hackensack Meridian Health,USA,6b9179a0-8f8e-11f1-0040-f12476c230e9,2026-08-03T22:55:27.870893
christine.bowden@hmhn.org,Hackensack Meridian Health,USA,6dd48bd0-8f8e-11f1-0000-f1c89a2edc05,2026-08-03T22:55:31.666537
